account_id,name,risk_score,dpd,total_debt,due_date,loan_type,region,last_payment_date,payment_frequency,partial_payments_count,payment_channel,last_contact_channel,response_time_avg,bot_interaction_score,call_pickup_rate,occupation_type,region_income_level,loan_purpose,stage_last_contacted,touchpoints_count,recommended_next_action,age,monthly_income,last_payment_days_ago,contact_channel,response_behavior,risk_level,dpd_bucket,income_level,ai_risk_score,last_contact_date,recovered
ACCT02839,User_2839,4.907560466896268,28,88712.68095526795,2025-08-06,Home Loan,Bangkok,2025-05-20,Irregular,2,MobileApp,SMS,23,0.14,0.83,Unemployed,Medium,Emergency,Stage 0,6,LINE Bot,24,74832.6664609308,75,LINE,Responsive,High,8–30,High,0.9044809709660773,2025-06-26,1
ACCT02840,User_2840,0.6019095791998974,23,17289.945445277095,2025-07-28,SME Loan,North,2025-05-25,Irregular,3,BankBranch,LINE,48,0.96,0.17,Unemployed,High,Consumption,Stage 2,2,LINE Bot,28,47459.68640156162,36,SMS,Ignored,Low,8–30,High,0.6627655232781323,2025-06-25,0
ACCT02841,User_2841,1.5712489774941902,24,12315.572747518974,2025-07-02,Credit Card,North,2025-05-31,Monthly,3,LINE,SMS,20,0.17,0.18,Business Owner,High,Consumption,Stage 1,10,LINE Bot,37,77077.95293071924,34,SMS,Ignored,Medium,8–30,High,0.5387421226620028,2025-07-13,1
ACCT02842,User_2842,0.0,16,74643.74988930332,2025-07-19,Car Loan,South,2025-07-07,Weekly,1,BankBranch,Phone,16,0.35,0.87,Salaried,Low,Investment,Stage 1,8,Escalate,63,17163.75170383493,74,Voice,Responsive,Low,8–30,Mid,0.8410424471013608,2025-06-24,0
ACCT02843,User_2843,3.5838688522365487,15,85806.94160628911,2025-07-26,Car Loan,South,2025-06-06,Irregular,0,LINE,SMS,56,0.03,0.45,Business Owner,High,Investment,Stage 0,1,LINE Bot,31,11274.997024074344,39,Voice,Ignored,Low,8–30,Low,0.5331628607200513,2025-07-08,1
ACCT02844,User_2844,0.0,18,39515.87509281239,2025-07-26,Credit Card,Bangkok,2025-05-12,Irregular,5,LINE,Email,50,0.27,0.49,Salaried,High,Consumption,Stage 2,3,Escalate,35,61912.312483343114,69,LINE,Slow,High,8–30,High,0.6820943290396764,2025-06-15,0
ACCT02845,User_2845,0.8535511275252582,14,66206.02661455497,2025-07-22,SME Loan,Bangkok,2025-06-25,Irregular,3,ATM,LINE,37,0.52,0.12,Salaried,Low,Emergency,Stage 0,2,Call,64,71506.3610851892,11,Voice,Slow,High,8–30,High,0.6618592819205477,2025-07-09,1
ACCT02846,User_2846,0.0,25,82262.83377997365,2025-07-26,Personal Loan,South,2025-05-15,Weekly,3,LINE,Email,51,0.94,0.4,Salaried,Low,Emergency,Stage 2,3,Escalate,57,44353.100721874194,15,Voice,Ignored,Low,8–30,High,0.7393042100696275,2025-07-01,1
ACCT02847,User_2847,0.0,10,22523.744379667085,2025-07-04,Personal Loan,Northeast,2025-05-29,Irregular,3,BankBranch,SMS,57,0.88,0.45,Freelancer,High,Consumption,Stage 2,8,Call,20,66236.74447444754,51,None,Slow,High,8–30,High,0.6521691302029099,2025-07-11,1
ACCT02848,User_2848,0.0,31,21134.24218740424,2025-06-25,Personal Loan,Northeast,2025-06-23,Irregular,4,MobileApp,LINE,46,0.62,0.19,Unemployed,High,Consumption,Stage 0,10,Send SMS,65,36725.39836862976,86,None,Ignored,Medium,8–30,Mid,0.8613940853885856,2025-06-14,0
ACCT02849,User_2849,0.0,5,55686.91754670001,2025-06-16,SME Loan,Central,2025-06-11,Irregular,3,LINE,SMS,20,0.06,0.73,Business Owner,Medium,Investment,Stage 2,4,LINE Bot,32,10504.105588616474,4,SMS,Ignored,Medium,8–30,Low,0.9469868675732761,2025-06-28,1
ACCT02850,User_2850,0.0,20,87608.08711343668,2025-08-02,Personal Loan,South,2025-06-16,Monthly,0,MobileApp,SMS,7,0.57,0.15,Freelancer,Low,Consumption,Stage 1,3,Send SMS,49,51025.87046595772,31,Voice,Slow,Low,8–30,High,0.8834670487362278,2025-06-26,1
ACCT02851,User_2851,0.0,20,87608.31194435534,2025-06-26,Home Loan,South,2025-07-01,Monthly,0,MobileApp,Phone,37,0.5,0.41,Business Owner,Low,Consumption,Stage 0,7,Escalate,23,68491.91120372729,2,Voice,Ignored,Low,8–30,High,0.970048549352896,2025-07-11,1
ACCT02852,User_2852,2.4566678235606143,19,74633.13341894902,2025-07-05,Car Loan,South,2025-06-13,Irregular,5,LINE,LINE,54,0.02,0.54,Business Owner,High,Emergency,Stage 0,9,Escalate,26,67742.93022194752,11,Voice,Ignored,Low,8–30,High,0.633848571657684,2025-06-21,0
ACCT02853,User_2853,0.0,24,8424.784186375573,2025-08-08,Home Loan,Bangkok,2025-07-01,Irregular,1,BankBranch,SMS,67,0.61,0.07,Business Owner,Medium,Emergency,Stage 1,6,Send SMS,51,67249.68782685004,49,LINE,Ignored,High,8–30,High,0.7972045207415486,2025-07-07,1
ACCT02854,User_2854,0.6010828540277338,3,11102.256270073529,2025-08-08,Personal Loan,Central,2025-05-27,Monthly,1,LINE,Phone,47,0.23,0.1,Unemployed,High,Consumption,Stage 2,6,LINE Bot,20,35159.72478415229,2,SMS,Ignored,High,0–7,Mid,0.5908264258801655,2025-06-17,0
ACCT02855,User_2855,2.935918304611117,8,30198.12287642531,2025-07-16,Credit Card,Central,2025-06-26,Irregular,2,LINE,SMS,70,0.07,0.08,Salaried,Low,Consumption,Stage 0,4,Call,54,16728.424035014916,77,SMS,Slow,Low,8–30,Mid,0.6499874125503352,2025-07-07,1
ACCT02856,User_2856,0.0,2,28894.965422813202,2025-07-08,Personal Loan,Bangkok,2025-06-06,Monthly,2,BankBranch,LINE,9,0.69,0.95,Unemployed,Low,Consumption,Stage 1,1,LINE Bot,56,49134.2394592533,52,SMS,Responsive,Medium,0–7,High,0.9228980905118158,2025-07-08,1
ACCT02857,User_2857,0.0,7,37600.21286265807,2025-07-13,Car Loan,Northeast,2025-06-01,Irregular,5,BankBranch,LINE,53,0.25,0.26,Business Owner,Low,Consumption,Stage 0,9,Send SMS,35,12341.122213459139,86,SMS,Responsive,Medium,0–7,Low,0.4858795525718376,2025-07-12,1
ACCT02858,User_2858,0.0,6,96052.47565298545,2025-07-25,Home Loan,North,2025-06-24,Weekly,0,BankBranch,Email,68,0.46,0.05,Freelancer,High,Investment,Stage 0,4,Call,60,11199.654201780786,88,Voice,Ignored,Low,8–30,Low,0.6822805853220444,2025-06-29,1
ACCT02859,User_2859,3.1094504167214203,3,79653.6647046385,2025-07-21,Credit Card,Northeast,2025-05-11,Monthly,3,LINE,LINE,49,0.03,0.78,Freelancer,Medium,Investment,Stage 1,1,LINE Bot,27,22816.394796976667,59,LINE,Responsive,High,0–7,Mid,0.8729993978136564,2025-06-27,1
ACCT02860,User_2860,0.6682152619067154,10,66385.2628228341,2025-07-11,Home Loan,North,2025-06-23,Monthly,0,BankBranch,Phone,29,0.26,0.27,Unemployed,High,Emergency,Stage 0,3,LINE Bot,39,77795.53454599202,32,Voice,Slow,Low,8–30,High,0.6608916480158726,2025-07-12,1
ACCT02861,User_2861,0.0,30,63339.723187914235,2025-06-30,SME Loan,Northeast,2025-07-03,Monthly,4,LINE,Phone,20,0.59,0.19,Unemployed,Medium,Investment,Stage 2,10,Call,20,55791.11427037929,33,Voice,Slow,Low,8–30,High,0.7610838768251214,2025-06-20,0
ACCT02862,User_2862,0.9977533023760795,22,12446.254539700538,2025-06-12,Personal Loan,South,2025-05-11,Monthly,5,ATM,Email,38,0.85,0.14,Freelancer,Low,Emergency,Stage 2,10,Send SMS,44,35772.47110367861,2,SMS,Responsive,Low,8–30,Mid,0.6329564147807305,2025-06-30,1
ACCT02863,User_2863,0.0,19,8872.382030555991,2025-06-24,Personal Loan,North,2025-06-27,Weekly,2,BankBranch,SMS,50,0.37,0.57,Freelancer,High,Consumption,Stage 1,7,LINE Bot,54,61344.66802858936,49,LINE,Slow,Medium,8–30,High,0.9116746228131878,2025-06-28,1
ACCT02864,User_2864,1.612719020885896,4,17215.634616184245,2025-07-10,Home Loan,Northeast,2025-07-05,Irregular,3,BankBranch,LINE,16,0.28,0.38,Unemployed,Low,Consumption,Stage 2,7,Escalate,19,69133.7853419058,72,None,Responsive,Low,0–7,High,0.947144472342001,2025-06-30,1
ACCT02865,User_2865,0.9372146154035352,28,52496.4632473835,2025-07-11,SME Loan,Central,2025-07-03,Irregular,0,MobileApp,SMS,11,0.27,0.04,Unemployed,Medium,Emergency,Stage 1,8,LINE Bot,30,43935.06786217909,18,SMS,Slow,Medium,8–30,High,0.9308224630995,2025-07-01,1
ACCT02866,User_2866,0.0,11,28520.298612484603,2025-06-26,Credit Card,South,2025-05-16,Weekly,2,ATM,Email,52,0.63,1.0,Freelancer,Low,Investment,Stage 1,8,LINE Bot,60,43964.963149992924,48,SMS,Ignored,Medium,8–30,High,0.9396483044557324,2025-06-27,1
ACCT02867,User_2867,0.0,13,93313.52618095167,2025-06-12,Car Loan,South,2025-05-15,Weekly,1,ATM,LINE,21,0.71,0.23,Business Owner,High,Consumption,Stage 2,4,Escalate,43,61149.09722059689,32,None,Ignored,Low,8–30,High,0.6872036527679032,2025-07-09,1
ACCT02868,User_2868,0.0,22,80142.29427769763,2025-07-24,Personal Loan,Central,2025-05-11,Irregular,0,ATM,LINE,25,0.46,0.19,Unemployed,Medium,Investment,Stage 0,3,Call,26,21760.723590527283,29,Voice,Responsive,Low,8–30,Mid,0.9762052008875066,2025-07-08,1
ACCT02869,User_2869,1.8096346726918204,23,43896.9055307272,2025-07-07,Personal Loan,South,2025-05-16,Weekly,2,BankBranch,Phone,6,0.27,0.67,Freelancer,High,Consumption,Stage 0,3,Escalate,33,52042.69341387198,78,None,Ignored,Low,8–30,High,0.5068909641236469,2025-06-18,0
ACCT02870,User_2870,2.7979610049781236,18,99902.28480643021,2025-07-24,SME Loan,North,2025-07-05,Weekly,4,MobileApp,Email,3,0.34,0.46,Unemployed,Low,Consumption,Stage 2,6,Escalate,63,62176.682137556956,57,Voice,Responsive,Low,8–30,High,0.9445016208889502,2025-06-15,0
ACCT02871,User_2871,0.0,15,25228.365889058303,2025-07-11,Credit Card,Central,2025-05-17,Weekly,2,ATM,SMS,36,0.2,0.65,Freelancer,High,Investment,Stage 1,8,LINE Bot,45,79148.74555516255,5,SMS,Ignored,Medium,8–30,High,0.7205362532715452,2025-07-02,1
ACCT02872,User_2872,1.1167734071029685,20,7142.706789533338,2025-07-04,Personal Loan,Bangkok,2025-07-09,Irregular,1,BankBranch,LINE,8,0.29,0.73,Business Owner,Medium,Emergency,Stage 0,1,Call,49,33499.33405246775,10,None,Ignored,High,8–30,Mid,0.8380511641045912,2025-07-05,1
ACCT02873,User_2873,0.0,3,48897.174688784966,2025-08-05,SME Loan,Central,2025-05-28,Monthly,5,MobileApp,SMS,65,0.24,0.43,Business Owner,High,Emergency,Stage 1,4,Escalate,19,51718.45725448641,51,None,Ignored,Low,0–7,High,0.8373042404617193,2025-06-24,0
ACCT02874,User_2874,0.0,8,10561.936747820955,2025-06-10,Car Loan,Central,2025-07-10,Monthly,2,BankBranch,LINE,39,0.2,0.82,Unemployed,Medium,Emergency,Stage 2,10,Call,54,9125.340118652419,91,Voice,Slow,Low,8–30,Low,0.9419601470111361,2025-07-01,1
ACCT02875,User_2875,0.5278821342581961,25,71572.21665778065,2025-08-09,SME Loan,North,2025-06-14,Monthly,3,BankBranch,SMS,11,0.47,0.16,Unemployed,Low,Consumption,Stage 2,8,Escalate,18,66972.289865743,70,SMS,Responsive,Medium,8–30,High,0.636484408527904,2025-07-13,1
ACCT02876,User_2876,0.0,15,100284.75256370362,2025-07-26,Personal Loan,Bangkok,2025-05-31,Irregular,2,ATM,Email,48,0.36,0.27,Business Owner,High,Emergency,Stage 2,2,Call,27,66759.83294513646,78,LINE,Slow,Low,8–30,High,0.6429158722298243,2025-07-09,1
ACCT02877,User_2877,0.0,14,61300.3291810665,2025-06-22,SME Loan,Bangkok,2025-06-19,Monthly,2,ATM,SMS,64,0.33,0.09,Salaried,Medium,Emergency,Stage 0,8,Call,47,74956.17818380958,86,None,Slow,Medium,8–30,High,0.6881506908923897,2025-06-22,0
ACCT02878,User_2878,0.0,22,71858.92622844182,2025-06-24,Car Loan,Central,2025-05-25,Irregular,0,BankBranch,SMS,31,0.95,0.79,Unemployed,Low,Emergency,Stage 2,3,Send SMS,43,38509.39461066628,1,Voice,Ignored,Low,8–30,Mid,0.8965414474975569,2025-06-24,0
ACCT02879,User_2879,1.1843854566527463,26,10607.649804472465,2025-08-05,Personal Loan,Central,2025-06-26,Irregular,2,MobileApp,Email,45,0.76,0.9,Freelancer,High,Consumption,Stage 2,10,Send SMS,37,17846.421140891496,19,SMS,Responsive,High,8–30,Mid,0.5083587733181397,2025-07-13,1
ACCT02880,User_2880,0.22534196318725058,9,40217.549323997155,2025-07-17,Car Loan,Bangkok,2025-06-29,Monthly,1,LINE,LINE,62,0.57,0.92,Freelancer,Low,Consumption,Stage 2,1,Call,22,35097.099248160564,26,Voice,Responsive,High,0–7,Mid,0.9379808828129306,2025-07-07,1
ACCT02881,User_2881,0.0,19,67930.69762725235,2025-07-26,SME Loan,Northeast,2025-07-06,Weekly,1,LINE,SMS,30,0.76,0.0,Freelancer,High,Consumption,Stage 1,6,LINE Bot,30,17547.514911122475,50,SMS,Responsive,Medium,8–30,Mid,0.773598456245254,2025-07-07,1
ACCT02882,User_2882,0.0,0,43267.48895278468,2025-07-20,Car Loan,South,2025-06-09,Weekly,3,BankBranch,Email,47,0.42,0.56,Business Owner,Medium,Investment,Stage 2,2,LINE Bot,37,62152.6595072399,64,LINE,Ignored,Low,0–7,High,0.5652249479587312,2025-06-23,0
ACCT02883,User_2883,0.0,0,44779.86446036312,2025-06-18,Credit Card,Northeast,2025-05-16,Weekly,3,LINE,Email,11,0.8,0.34,Salaried,High,Investment,Stage 1,9,Send SMS,21,71194.06054895873,0,SMS,Ignored,Low,0–7,High,0.7957116446872337,2025-07-13,1
ACCT02884,User_2884,1.7153731721071042,24,56158.40107448608,2025-07-25,Credit Card,Northeast,2025-06-28,Irregular,3,BankBranch,SMS,25,0.99,0.13,Business Owner,Low,Investment,Stage 1,3,Call,45,24121.642829548684,10,SMS,Responsive,Medium,8–30,Mid,0.7488587741713769,2025-07-10,1
ACCT02885,User_2885,0.0,26,62375.341213011045,2025-07-03,Car Loan,Bangkok,2025-06-25,Irregular,3,MobileApp,SMS,63,0.16,0.62,Business Owner,Low,Emergency,Stage 0,9,Send SMS,55,26980.396061850373,35,Voice,Slow,Low,8–30,Mid,0.6828319157347977,2025-06-20,0
ACCT02886,User_2886,0.0,20,97908.49349073331,2025-06-19,Personal Loan,Bangkok,2025-06-09,Irregular,1,LINE,Phone,8,1.0,0.55,Freelancer,Low,Emergency,Stage 2,3,Call,51,14345.12288209317,2,None,Slow,High,8–30,Low,0.6695051720943462,2025-07-08,1
ACCT02887,User_2887,0.0,34,21466.883095388468,2025-07-11,Home Loan,Northeast,2025-05-18,Weekly,2,MobileApp,Email,44,0.14,0.07,Unemployed,Low,Emergency,Stage 0,9,Escalate,34,23487.093654593515,9,SMS,Slow,High,8–30,Mid,0.9934132325863532,2025-06-24,0
ACCT02888,User_2888,2.956675556416896,19,52436.083919292185,2025-06-19,Personal Loan,Bangkok,2025-06-20,Weekly,4,ATM,Email,58,0.81,0.29,Unemployed,High,Emergency,Stage 0,1,Send SMS,45,73779.71697223884,6,LINE,Slow,Medium,8–30,High,0.4868955057562114,2025-07-06,1
ACCT02889,User_2889,0.0,7,46659.18726042385,2025-07-19,SME Loan,Northeast,2025-07-09,Weekly,0,MobileApp,Phone,58,0.45,0.24,Business Owner,Low,Investment,Stage 2,6,LINE Bot,56,73657.67890151788,10,None,Slow,Medium,0–7,High,0.7916904810367488,2025-07-11,1
ACCT02890,User_2890,0.925977969481857,31,10299.69658086447,2025-07-20,Home Loan,North,2025-06-06,Monthly,5,MobileApp,Phone,43,0.03,0.06,Business Owner,Low,Emergency,Stage 1,7,Call,48,69355.18220989949,25,SMS,Ignored,Medium,8–30,High,0.7546372172151647,2025-07-06,1
ACCT02891,User_2891,1.1025142801749264,7,18282.70909151363,2025-07-25,Credit Card,North,2025-05-18,Weekly,4,BankBranch,Email,68,0.73,0.68,Business Owner,Low,Emergency,Stage 2,10,Escalate,43,56390.28636927644,16,None,Responsive,High,0–7,High,0.8633327579062368,2025-06-22,0
ACCT02892,User_2892,0.0,12,12120.540791101055,2025-07-16,Car Loan,South,2025-05-15,Irregular,4,ATM,Phone,9,0.85,0.73,Unemployed,Low,Emergency,Stage 0,5,Call,64,39027.89139208902,21,SMS,Slow,Low,8–30,Mid,0.8811990033952475,2025-06-18,0
ACCT02893,User_2893,1.7864144332634746,27,53052.57299859229,2025-08-09,SME Loan,Central,2025-06-18,Weekly,1,LINE,Email,20,0.52,0.42,Business Owner,Medium,Emergency,Stage 1,4,LINE Bot,34,72086.11409218842,86,None,Responsive,Low,8–30,High,0.7661162669717632,2025-06-19,0
ACCT02894,User_2894,1.3507930109125759,24,87254.69242290137,2025-08-09,Personal Loan,Central,2025-07-01,Monthly,5,BankBranch,SMS,29,0.8,0.67,Freelancer,High,Investment,Stage 1,5,Call,59,75179.62260287571,58,LINE,Ignored,Medium,8–30,High,0.6197471111711382,2025-07-02,1
ACCT02895,User_2895,1.726537279349179,31,43035.09992519451,2025-07-02,Car Loan,Bangkok,2025-05-16,Weekly,0,LINE,LINE,20,0.96,0.43,Business Owner,Medium,Consumption,Stage 2,9,Call,60,13777.791814954759,47,LINE,Ignored,Low,8–30,Low,0.8512914008057239,2025-06-23,0
ACCT02896,User_2896,8.802475412872653,6,60332.69047445239,2025-07-09,Home Loan,North,2025-07-04,Irregular,1,LINE,Phone,6,0.73,0.94,Freelancer,Low,Emergency,Stage 0,10,Send SMS,22,16155.287752562504,3,None,Ignored,Low,8–30,Mid,0.9590168211647244,2025-07-07,1
ACCT02897,User_2897,0.0,13,34511.41573823298,2025-06-24,Credit Card,North,2025-06-01,Monthly,0,MobileApp,Phone,42,0.71,0.39,Business Owner,Low,Emergency,Stage 1,8,Send SMS,27,55662.31459907851,69,None,Ignored,Low,8–30,High,0.8166086468875764,2025-07-05,1
ACCT02898,User_2898,4.059393299522217,13,22047.600205171813,2025-07-22,Home Loan,Bangkok,2025-07-09,Monthly,3,ATM,SMS,9,0.05,0.57,Business Owner,Low,Consumption,Stage 1,9,Send SMS,34,77580.4970998313,50,Voice,Slow,Medium,8–30,High,0.7675882562305306,2025-06-17,0
ACCT02899,User_2899,0.0,23,37760.229845090915,2025-06-29,Personal Loan,Northeast,2025-06-29,Irregular,4,LINE,SMS,1,0.28,0.29,Unemployed,Medium,Consumption,Stage 2,4,LINE Bot,32,54408.970855414744,5,Voice,Responsive,High,8–30,High,0.5131975020869043,2025-07-13,1
ACCT02900,User_2900,0.9246578088060186,3,31788.938511367334,2025-07-12,Car Loan,Central,2025-06-01,Monthly,0,LINE,Phone,13,0.96,0.88,Salaried,Low,Investment,Stage 0,3,Call,56,44826.88998023354,34,LINE,Ignored,Medium,0–7,High,0.6402864251084991,2025-07-11,1
ACCT02901,User_2901,0.6589755093975157,7,16638.96164252264,2025-07-03,Credit Card,Northeast,2025-07-04,Irregular,5,BankBranch,SMS,31,0.29,0.52,Business Owner,Medium,Investment,Stage 0,7,Call,46,35989.71384615452,73,Voice,Responsive,Medium,0–7,Mid,0.5102427659301876,2025-07-07,1
ACCT02902,User_2902,0.0,9,47740.96156453637,2025-08-07,Home Loan,South,2025-07-03,Weekly,5,BankBranch,SMS,20,0.29,0.26,Freelancer,Low,Emergency,Stage 2,9,Call,25,22385.663939671253,80,None,Ignored,Low,0–7,Mid,0.6474962779653768,2025-07-13,1
ACCT02903,User_2903,0.0,15,60906.40069752548,2025-08-07,Personal Loan,Bangkok,2025-06-19,Weekly,5,BankBranch,Phone,51,0.46,0.02,Freelancer,High,Consumption,Stage 0,10,Call,27,34863.19485832343,60,Voice,Slow,Medium,8–30,Mid,0.6477763782052742,2025-07-08,1
ACCT02904,User_2904,0.9390174711460183,11,82108.85475460133,2025-08-02,Credit Card,Northeast,2025-06-19,Monthly,2,LINE,Phone,35,0.16,0.25,Salaried,High,Investment,Stage 1,6,Send SMS,59,77256.41898223809,61,None,Responsive,Medium,8–30,High,0.8165225334738794,2025-06-26,1
ACCT02905,User_2905,0.0,22,38986.706060258104,2025-06-24,Home Loan,South,2025-06-18,Irregular,4,MobileApp,Phone,21,0.12,0.16,Unemployed,High,Consumption,Stage 1,7,Call,62,71168.96733486757,83,None,Slow,Low,8–30,High,0.722252686104066,2025-07-01,1
ACCT02906,User_2906,1.6111583350435312,24,60236.84718253161,2025-07-30,Personal Loan,Northeast,2025-07-10,Weekly,1,ATM,LINE,16,0.72,0.73,Unemployed,High,Investment,Stage 1,9,LINE Bot,23,25322.285210630667,81,LINE,Slow,Low,8–30,Mid,0.7885775941833933,2025-06-17,0
ACCT02907,User_2907,0.0,6,11611.82886883587,2025-08-09,SME Loan,Northeast,2025-06-08,Monthly,5,ATM,Email,10,0.13,0.29,Salaried,High,Emergency,Stage 0,8,Call,25,26536.85840958202,41,LINE,Ignored,Low,8–30,Mid,0.8217118940788904,2025-06-19,0
ACCT02908,User_2908,0.0,1,57499.01989458125,2025-07-11,Home Loan,Central,2025-05-22,Monthly,3,MobileApp,SMS,22,0.05,0.6,Business Owner,Low,Emergency,Stage 2,3,Send SMS,34,25333.48464867595,27,None,Ignored,Low,0–7,Mid,0.6244325406478421,2025-07-03,1
ACCT02909,User_2909,0.009974284008372636,23,53093.41830101563,2025-07-29,Home Loan,North,2025-06-05,Weekly,4,ATM,SMS,17,0.24,0.79,Salaried,High,Consumption,Stage 0,5,Call,23,75279.8316369348,75,LINE,Responsive,High,8–30,High,0.9354569567708745,2025-07-06,1
ACCT02910,User_2910,2.8342984337251456,0,48632.97771863238,2025-06-21,Home Loan,North,2025-06-06,Weekly,5,LINE,Phone,64,0.09,0.98,Business Owner,Low,Investment,Stage 1,2,Call,64,69827.07895042139,54,Voice,Ignored,Low,0–7,High,0.8356631977555402,2025-07-02,1
ACCT02911,User_2911,0.0,3,31801.198302555407,2025-07-26,Home Loan,South,2025-06-24,Monthly,5,MobileApp,LINE,54,0.51,0.72,Business Owner,High,Consumption,Stage 1,8,Send SMS,35,47235.37190190652,89,Voice,Responsive,High,0–7,High,0.9167010870382435,2025-06-26,1
ACCT02912,User_2912,1.6569072364192405,4,87777.98717918768,2025-06-20,Car Loan,Central,2025-05-26,Weekly,4,BankBranch,Email,8,0.66,0.68,Unemployed,Medium,Investment,Stage 2,1,Call,58,74044.99721697709,16,None,Slow,High,8–30,High,0.631295782118153,2025-07-05,1
ACCT02913,User_2913,0.0,23,67879.01342522762,2025-06-17,Personal Loan,South,2025-05-16,Monthly,3,MobileApp,Email,33,0.28,0.54,Salaried,Medium,Investment,Stage 2,2,Escalate,55,41285.409347087836,54,None,Ignored,High,8–30,High,0.9357582066015915,2025-06-25,0
ACCT02914,User_2914,1.8058436998472391,10,87077.12287396018,2025-07-25,SME Loan,Bangkok,2025-05-18,Monthly,0,LINE,Email,53,0.6,0.78,Freelancer,High,Consumption,Stage 0,7,Call,20,10101.175783848454,73,Voice,Slow,High,8–30,Low,0.940844060138181,2025-07-01,1
ACCT02915,User_2915,2.0410154775804084,25,88450.14594395095,2025-07-10,Car Loan,Bangkok,2025-06-07,Monthly,1,LINE,Email,20,0.01,0.01,Salaried,Medium,Investment,Stage 2,9,Call,21,42672.19359785528,78,SMS,Slow,Low,8–30,High,0.9532424444905239,2025-06-27,1
ACCT02916,User_2916,3.947217666592823,25,12694.00528479675,2025-06-21,Car Loan,Bangkok,2025-05-13,Monthly,0,BankBranch,LINE,40,0.39,0.92,Unemployed,High,Investment,Stage 0,5,LINE Bot,56,23088.244400988428,65,Voice,Responsive,Medium,8–30,Mid,0.870044632443248,2025-06-30,1
ACCT02917,User_2917,0.268872109001569,10,18062.443628801535,2025-07-20,Car Loan,North,2025-06-01,Monthly,5,LINE,Email,71,0.55,0.43,Freelancer,High,Consumption,Stage 2,8,Send SMS,23,49768.420366656756,23,None,Slow,Low,8–30,High,0.874507125012674,2025-07-05,1
ACCT02918,User_2918,1.8873096095158133,28,8103.910660548305,2025-06-29,Personal Loan,South,2025-06-27,Monthly,3,ATM,LINE,11,0.8,0.99,Freelancer,High,Investment,Stage 1,8,Call,26,72200.17108095807,3,None,Responsive,High,8–30,High,0.730855629213616,2025-06-15,0
ACCT02919,User_2919,0.786135079077889,7,78373.9767037808,2025-06-24,Credit Card,Central,2025-06-13,Monthly,3,ATM,SMS,49,0.15,0.58,Unemployed,Medium,Investment,Stage 1,6,Send SMS,22,9834.568707368553,4,SMS,Responsive,Medium,0–7,Low,0.8562177640455642,2025-06-21,0
ACCT02920,User_2920,3.3517435637260284,11,95736.09025771845,2025-07-12,Home Loan,Bangkok,2025-06-28,Weekly,3,LINE,Phone,67,0.56,0.44,Salaried,Medium,Investment,Stage 1,7,LINE Bot,18,60442.82903618972,18,Voice,Ignored,Low,0–7,High,0.5093538020771777,2025-07-09,1
ACCT02921,User_2921,0.0,21,87569.10894817377,2025-07-01,Personal Loan,Bangkok,2025-06-13,Weekly,3,MobileApp,LINE,37,0.55,0.69,Freelancer,High,Emergency,Stage 2,6,Send SMS,45,40817.06631636097,22,LINE,Responsive,Low,8–30,High,0.7462121182562692,2025-06-17,0
ACCT02922,User_2922,2.190010625754562,21,91415.77123996381,2025-06-26,Home Loan,Bangkok,2025-05-18,Irregular,5,BankBranch,LINE,46,0.09,0.04,Freelancer,High,Emergency,Stage 1,6,Send SMS,52,33747.50253567632,54,SMS,Ignored,High,8–30,Mid,0.9934220394333911,2025-06-29,1
ACCT02923,User_2923,0.0,0,63244.352547060655,2025-06-29,SME Loan,Central,2025-05-18,Monthly,0,ATM,LINE,45,0.95,0.16,Unemployed,Low,Consumption,Stage 2,7,Call,43,49021.93905480458,12,SMS,Responsive,High,0–7,High,0.7648686932810913,2025-06-17,0
ACCT02924,User_2924,0.8416236457830044,5,54741.28786894781,2025-06-21,Home Loan,Central,2025-05-29,Irregular,2,MobileApp,SMS,72,0.92,0.77,Unemployed,Low,Emergency,Stage 2,7,Call,51,30894.388789697397,45,Voice,Slow,High,0–7,Mid,1.0,2025-06-20,0
ACCT02925,User_2925,0.21350496889674572,14,59114.69285080668,2025-06-27,Personal Loan,Central,2025-07-01,Irregular,3,MobileApp,LINE,19,0.06,0.87,Business Owner,Medium,Consumption,Stage 2,3,Send SMS,24,24038.49495143251,18,Voice,Slow,High,8–30,Mid,0.9836368299676415,2025-07-01,1
ACCT02926,User_2926,1.0344807928533548,27,42288.09852063952,2025-06-27,SME Loan,Northeast,2025-05-26,Irregular,0,BankBranch,Email,39,0.99,0.1,Unemployed,Medium,Emergency,Stage 0,5,Send SMS,61,52211.44273722089,9,LINE,Ignored,Low,8–30,High,0.8420146603029118,2025-07-13,1
ACCT02927,User_2927,0.7175419137560837,9,83627.30835183876,2025-06-11,SME Loan,Bangkok,2025-07-10,Monthly,1,BankBranch,SMS,63,0.31,0.55,Salaried,High,Emergency,Stage 1,7,LINE Bot,55,35703.89585520207,65,SMS,Responsive,High,8–30,Mid,0.9118756933590558,2025-07-05,1
ACCT02928,User_2928,0.9994263663410526,8,73916.24354171666,2025-06-18,Credit Card,South,2025-05-29,Weekly,2,ATM,Phone,46,0.64,0.26,Unemployed,Low,Investment,Stage 0,3,Call,35,52209.898816086796,59,SMS,Responsive,High,8–30,High,0.8628395982774801,2025-06-27,1
